Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
TNP-PR-E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares,0.8,10.69%,$20.85,$2.3125,2020-02-24,Quarter,2020-02-28,Services,Shipping,Unknown,2020-02-25,2020-02-04,No
MNDO,MIND CTI Ltd (Israel) Ord,1,10.66%,$2.31,$0.2600,2019-03-15,Annually,2019-03-28,Technology,Information Technology Services,Unknown,2019-03-18,2019-03-04,Yes
PAA,Plains All American Pipeline L.P.,1.8,10.64%,$13.67,$1.4400,2020-01-30,Quarter,2020-02-14,Basic Materials,Oil And Gas Pipelines,Unknown,2020-01-31,2020-01-08,No
GARS,Garrison Capital Inc,1.4,10.62%,$5.65,$0.6000,2019-12-05,Quarter,2019-12-20,Financial,Asset Management,Unknown,2019-12-06,2019-11-12,No
AFIN,"American Finance Trust, Inc.",0.8,10.58%,$10.40,$1.1000,2020-03-06,Monthly,2020-03-16,Financial,Reit Diversified,Qualified,2020-03-09,2020-01-02,No
CCD,DYNAMIC CONVERTIBLE AND INCOME FUND,1.2,10.55%,$19.00,$2.0040,2020-02-13,Monthly,2020-02-20,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
DX,Dynex Capital,1.6,10.53%,$17.10,$1.8000,2020-02-21,Monthly,2020-03-02,Financial,Mortgage Investment,Non-Qualified,2020-02-24,2020-02-14,No
PAGP,Plains GP Holdings LP,2.8,10.45%,$13.77,$1.4400,2020-01-30,Quarter,2020-02-14,Basic Materials,Oil And Gas Pipelines,Unknown,2020-01-31,2020-01-08,No
BPMP,BP Midstream Partners LP,2.4,10.44%,$13.32,$1.3900,2020-01-29,Quarter,2020-02-13,Basic Materials,Oil And Gas Pipelines,Unknown,2020-01-30,2020-01-16,No
WHF,WhiteHorse Finance Inc,1.6,10.34%,$12.57,$1.4200,2019-12-18,Quarter,2020-01-03,Financial,Closed End Fund Equity,Non-Qualified,2019-12-19,2019-12-09,No
LMRK,Landmark Infrastructure Partners LP,1.8,10.32%,$14.24,$1.4700,2020-02-03,Quarter,2020-02-14,Financial,Property Management,Unknown,2020-02-04,2020-01-24,No
NMFC,New Mountain Finance Corp.,1.2,10.32%,$12.79,$1.3600,2020-03-12,Quarter,2020-03-27,Conglomerates,Conglomerates General,Qualified,2020-03-13,2020-02-26,No
EARN,Ellington Residential Mortgage REIT,1.6,10.28%,$10.89,$1.1200,2019-12-30,Quarter,2020-01-27,Financial,Reit Residential,Non-Qualified,2019-12-31,2019-12-13,No
HCFT,"Hunt Companies Finance Trust, Inc.",1.8,10.27%,$2.92,$0.3000,2019-12-30,Quarter,2020-01-15,Financial,Reit Residential,Non-Qualified,2019-12-31,2019-12-04,No
MMLP,Martin Midstream Partners L.P.,0.4,10.25%,$2.43,$0.2500,2020-02-06,Quarter,2020-02-14,Basic Materials,Independent Oil And Gas,Unknown,2020-02-07,2020-01-28,No
GPMT,Granite Point Mortgage Trust Inc.,2.4,10.23%,$16.42,$1.6800,2019-12-30,Quarter,2020-01-17,Financial,Reit Diversified,Non-Qualified,2019-12-31,2019-12-18,No
CIF,MFS Intermediate High Income Fund Sh Ben Int,1,10.20%,$2.40,$0.2459,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
CIM,Chimera Investment Corporation,1.8,10.18%,$19.65,$2.0000,2020-03-30,Quarter,2020-04-30,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-11,No
ERC,Wells Fargo Advantage Multi-Sector Income Fund,1.4,10.16%,$11.74,$1.1922,2020-03-12,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-02-20,No
MFD,Macquarie/First Trust Global Infrastructure Dividend & Incom,1.2,10.14%,$9.51,$1.0000,2020-02-21,Quarter,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-24,2020-02-10,No
MTR,Mesa Royalty Trust Units Ben Int,0.4,10.13%,$5.97,$0.6088,2020-02-27,Monthly,2020-04-30,Financial,Diversified Investments,Non-Qualified,2020-02-28,2020-02-18,No
DDF,"Delaware Investments Dividend & Income Fund, Inc.",0.8,10.09%,$11.00,$1.1100,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-21,2020-02-04,No
MIC,Macquarie Infrastructure Company LLC,3,10.08%,$39.25,$4.0000,2020-03-05,Quarter,2020-03-11,Services,Basic Materials Wholesale,Qualified,2020-03-06,2020-02-25,No
VNOM,Viper Energy Partners LP,1.4,10.06%,$17.83,$1.8000,2020-02-20,Quarter,2020-02-28,Basic Materials,Independent Oil And Gas,Unknown,2020-02-21,2020-02-11,No
CPLG,"CorePoint Lodging, Inc.",0.6,10.05%,$7.96,$0.8000,2019-12-27,Quarter,2020-01-15,Financial,Reit Hotel Motel,Unknown,2019-12-30,2019-11-13,No
TGE,"Tallgrass Energy, LP Class A Shares",3,9.96%,$22.07,$2.2000,2019-10-30,Quarter,2019-11-14,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-10-31,2019-10-10,No
EVC,Entravision Communication,1,9.95%,$2.01,$0.2000,2019-12-13,Quarter,2019-12-31,Services,Broadcasting Tv,Qualified,2019-12-16,2019-11-07,No
OXY,Occidental Petroleum,1,9.93%,$32.74,$3.1600,2020-03-09,Quarter,2020-04-15,Basic Materials,Independent Oil And Gas,Qualified,2020-03-10,2020-02-13,No
BTU,Peabody Energy,0.4,9.93%,$5.84,$0.5800,2019-10-29,Quarter,2019-11-29,Basic Materials,Industrial Metals And Minerals,Qualified,2019-10-30,2019-10-16,No
HQH,Tekla Healthcare Investors,1.4,9.91%,$18.97,$1.8800,2020-02-27,Quarter,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-02-28,2020-02-18,No
ABR,"Arbor Realty Trust, Inc.",1.2,9.88%,$12.14,$1.2000,2020-02-27,Quarter,2020-03-17,Financial,Reit Diversified,Non-Qualified,2020-02-28,2020-02-14,No
ARI,"Apollo Commercial Real Estate Finance, Inc.",1.6,9.88%,$16.20,$1.6000,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-13,No
AEG,AEGON N.V.,2.8,9.83%,$3.38,$0.3324,2019-08-23,Semi Annually,2019-09-20,Financial,Life Insurance,Unknown,2019-08-26,N/A,Yes
HQL,H&Q Life Sciences Investors Shs. Ben. Int.,1.4,9.82%,$15.88,$1.5600,2020-02-27,Quarter,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-02-28,2020-02-18,No
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,1.4,9.82%,$13.54,$1.3296,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-21,2020-02-03,No
ETW,Eaton Vance Tax Managed Global Buy Write Opportunities Fund,1.2,9.81%,$8.89,$0.8724,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Foreign,Unknown,2020-02-21,2020-02-03,No
SOHO,Sotherly Hotels Inc,1,9.81%,$5.13,$0.5200,2020-03-12,Quarter,2020-04-09,Financial,Reit Hotel Motel,Qualified,2020-03-13,2020-01-28,No
CHY,Calamos Convertible & High Income Fund,1.2,9.80%,$10.41,$1.0200,2020-02-13,Monthly,2020-02-20,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
GLAD,Gladstone Capital,1.4,9.73%,$8.63,$0.8400,2020-03-19,Monthly,2020-03-31,Financial,Closed End Fund Debt,Non-Qualified,2020-03-20,2020-01-14,No
AVK,Advent Claymore Convertible Securities & Income Fund,1.4,9.72%,$14.47,$1.4064,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
HT,Hersha Hospitality Trust,1.8,9.71%,$11.53,$1.1200,2020-01-02,Quarter,2020-01-15,Financial,Reit Hotel Motel,Non-Qualified,2020-01-03,2019-12-12,No
HTGC,Hercules Technology Growth Capital,2.6,9.70%,$13.20,$1.2800,2020-02-28,Quarter,2020-03-09,Financial,Diversified Investments,Unknown,2020-03-02,2020-02-19,No
CHI,Calamos Convertible Opportunities & Income Fund Sh Ben Int,1.2,9.70%,$9.90,$0.9600,2020-02-13,Monthly,2020-02-20,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
RLJ,RLJ Lodging Trust,2.6,9.60%,$13.21,$1.3200,2019-12-30,Quarter,2020-01-15,Financial,Reit Hotel Motel,Non-Qualified,2019-12-31,2019-12-13,No
CINR,OCI Resources LP,2.8,9.56%,$14.22,$1.3600,2020-02-07,Quarter,2020-02-21,Basic Materials,Agricultural Chemicals,Unknown,2020-02-10,2020-01-30,No
EVV,Eaton Vance Limited Duration Income Fund,1.4,9.55%,$12.56,$1.2000,2020-02-12,Monthly,2020-02-20,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
BGR,Blackrock Energy & Resources Trust,1.2,9.52%,$9.78,$0.9312,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-14,2020-02-03,No
PK,Park Hotels & Resorts Inc.,1,9.52%,$18.26,$1.8000,2020-03-30,Quarter,2020-04-15,Financial,Reit Hotel Motel,Non-Qualified,2020-03-31,2020-02-21,No
APAM,Artisan Partners Asset Management Inc,2.6,9.52%,$28.58,$2.7200,2020-02-13,Quarter,2020-02-28,Financial,Asset Management,Unknown,2020-02-14,2020-02-04,No
XAN,Exantas Capital Corp.,2.6,9.49%,$11.46,$1.1000,2019-12-30,Quarter,2020-01-28,Financial,Reit Diversified,Non-Qualified,2019-12-31,2019-12-11,No
CLDT,Chatham Lodging Trust,1.8,9.47%,$13.94,$1.3200,2020-02-27,Monthly,2020-03-27,Financial,Reit Hotel Motel,Non-Qualified,2020-02-28,2020-02-10,No
DMLP,"Dorchester Minerals, L.P.",1,9.47%,$15.26,$1.4450,2020-01-31,Quarter,2020-02-13,Financial,Diversified Investments,Unknown,2020-02-03,2020-01-23,No
PFN,PIMCO Income Strategy Fund II,1.4,9.45%,$10.02,$0.9600,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
PFL,PIMCO Income Strategy Fund,1.4,9.43%,$11.11,$1.0800,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
NCMI,National Cinemedia,3,9.43%,$7.69,$0.7600,2020-03-02,Quarter,2020-03-17,Services,Marketing Services,Qualified,2020-03-03,2020-02-20,No
ETY,Eaton Vance Tax-Managed Premium & Dividend Income Fund,1.2,9.43%,$10.73,$1.0116,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-21,2020-02-03,No
CLNC,"Colony Credit Real Estate, Inc.",1.4,9.43%,$12.73,$1.2000,2020-02-27,Monthly,2020-03-10,Financial,Reit Office,Unknown,2020-02-29,2020-02-14,No
NBLX,Noble Midstream Partners LP,0.2,9.42%,$15.35,$2.6864,2019-11-01,Quarter,2019-11-11,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-11-04,2019-10-24,No
NAT,Nordic American Tankers,1,9.40%,$3.22,$0.2800,2020-02-28,Quarter,2020-03-16,Services,Shipping,Unknown,2020-03-02,2020-02-18,No
SCD,LMP Capital & Income Fund Inc,1.2,9.35%,$12.98,$1.2400,2020-03-23,Quarter,2020-04-01,Financial,Closed End Fund Equity,Unknown,2020-03-24,2020-02-19,No
ARCC,Ares Capital,1.8,9.31%,$17.19,$1.6000,2020-03-13,Quarter,2020-03-31,Financial,Diversified Investments,Unknown,2020-03-16,2020-02-12,No
GSBD,Goldman Sachs BDC Inc,1.8,9.30%,$19.35,$1.8000,2020-03-30,Quarter,2020-04-15,Financial,Closed End Fund Debt,Unknown,2020-03-31,2020-02-20,No
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,1.2,9.24%,$10.39,$0.9600,2019-12-12,Quarter,2019-12-31,Financial,Closed End Fund Equity,Unknown,2019-12-13,2019-12-02,No
CSQ,Calamos Strategic Total Return Fund,1.4,9.21%,$12.05,$1.1100,2020-02-13,Monthly,2020-02-20,Financial,Closed End Fund Equity,Unknown,2020-02-14,2020-01-14,No
SAR,Saratoga Investment Corp,2.2,9.21%,$22.91,$2.2400,2020-01-23,Quarter,2020-02-06,Financial,Closed End Fund Equity,Qualified,2020-01-24,2020-01-08,No
NRO,Neuberger Berman Real Estate Securities Income Fund Inc,1.2,9.20%,$4.97,$0.4800,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-16,2020-02-28,No
GCV,"Gabelli Convertible and Income Securities Fund, Inc.",1.4,9.20%,$5.22,$0.4800,2020-03-16,Quarter,2020-03-24,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-02-12,No
APLE,"Apple Hospitality REIT, Inc.",2.4,9.18%,$13.07,$1.2000,2020-03-03,Monthly,2020-03-16,Financial,Real Estate Development,Non-Qualified,2020-03-04,2020-02-21,No
HIX,Western Asset High Income Fund II Inc,1.4,9.14%,$6.43,$0.5880,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
GNK,Genco Shipping & Trading Ltd,1.2,9.11%,$7.68,$0.7000,2020-03-05,Quarter,2020-03-16,Services,Shipping,Unknown,2020-03-06,2020-02-25,No
WSR,Whitestone REIT Cl B Shs Ben Int,1.8,9.10%,$12.29,$1.1400,2020-03-02,Monthly,2020-03-13,Financial,Reit Diversified,Non-Qualified,2020-03-03,2019-12-18,No
PTY,Pimco Corporate Opportunity Fund,1.2,9.08%,$16.42,$1.5600,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
NHS,Neuberger Berman High Yield Strategies Fund Inc.,1.4,9.07%,$11.75,$1.0860,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-02-28,No
AJX,Great Ajax Corp,2.6,9.06%,$14.13,$1.2800,2020-03-16,Quarter,2020-03-27,Financial,Reit Diversified,Qualified,2020-03-17,2020-02-27,No
SAN,"Banco Santander, S.A.",2.8,9.05%,$3.66,$0.3305,2019-10-30,Quarter,2019-11-08,Financial,Foreign Money Center Banks,Unknown,2019-10-31,N/A,Yes
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,1.2,9.01%,$14.38,$1.2960,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-21,2020-02-03,No
HYT,BlackRock Corporate High Yield Fund VI Inc,1.4,8.98%,$10.41,$0.9348,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
CHS,Chico's FAS,0.6,8.98%,$4.01,$0.3600,2020-03-13,Quarter,2020-03-30,Services,Apparel Stores,Qualified,2020-03-16,2020-02-27,No
BGFV,Big 5 Sporting Goods,1.4,8.97%,$2.23,$0.2000,2020-03-05,Quarter,2020-03-20,Services,Sporting Goods Stores,Qualified,2020-03-06,2020-02-25,No
JDD,Nuveen Diversified Dividend and Income Fund,1.4,8.96%,$9.71,$0.8700,2019-12-12,Quarter,2019-12-31,Financial,Closed End Fund Equity,Unknown,2019-12-13,2019-12-02,No
MIN,MFS Intermediate Income Trust Shs. Ben. Int.,1.4,8.94%,$3.70,$0.3390,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
SBRA,Sabra Health Care REIT Inc.,2.4,8.93%,$19.55,$1.8000,2020-02-13,Quarter,2020-02-28,Financial,Reit Healthcare Facilities,Non-Qualified,2020-02-14,2020-02-04,No
HESM,Hess Midstream Partners LP,2,8.93%,$19.08,$1.7032,2020-02-05,Quarter,2020-02-14,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2020-02-06,2020-01-27,No
ASG,Liberty All-Star Growth Fund Inc. Com.,1.2,8.92%,$5.83,$0.5200,2020-01-23,Quarter,2020-03-09,Financial,Closed End Fund Equity,Unknown,2020-01-24,2020-01-13,No
LADR,Ladder Capital Corp,2.6,8.92%,$15.25,$1.3600,2020-03-09,Quarter,2020-04-01,Financial,Reit Diversified,Non-Qualified,2020-03-10,2020-02-27,No
BCSF,"Bain Capital Specialty Finance, Inc.",1.6,8.88%,$18.47,$1.6400,2020-03-30,Quarter,2020-04-30,Financial,Asset Management,Qualified,2020-03-31,2020-02-26,No
NEWT,NEWTEK Business Services Corp,2.2,8.86%,$18.96,$1.7600,2020-03-17,Quarter,2020-03-31,Services,Business Services,Unknown,2020-03-18,2020-02-05,No
UNIT,Uniti Group Inc.,1.2,8.85%,$9.76,$0.8800,2019-12-30,Quarter,2020-01-15,Financial,Reit Industrial,Qualified,2019-12-31,2019-11-06,No
TRTX,"TPG RE Finance Trust, Inc.",1.6,8.84%,$19.22,$1.7200,2019-12-26,Quarter,2020-01-24,Financial,Reit Diversified,Non-Qualified,2019-12-27,2019-12-17,No
CIK,"Credit Suisse Asset Management Income Fund, Inc.",1.4,8.82%,$3.06,$0.2700,2020-02-18,Monthly,2020-02-25,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
WLKP,Westlake Chemical Partners LP,3.4,8.80%,$20.67,$1.8856,2020-01-31,Quarter,2020-02-18,Basic Materials,Chemicals Major Diversified,Unknown,2020-02-03,2020-01-27,No
SNH,Senior Housing Properties Trust,2,8.78%,$8.44,$0.6000,2019-10-25,Quarter,2019-11-14,Financial,Reit Healthcare Facilities,Non-Qualified,2019-10-28,2019-10-17,No
LGI,Lazard Global Total Return & Income Fund Inc,1.6,8.78%,$14.55,$1.2775,2020-03-11,Monthly,2020-03-23,Financial,Closed End Fund Foreign,Unknown,2020-03-12,2020-02-14,No
MDP,Meredith Corp,2.2,8.78%,$26.35,$2.3800,2020-02-27,Quarter,2020-03-13,Services,Publishing Periodicals,Qualified,2020-02-28,2020-02-03,No
ISD,Prudential Short Duration High Yield Fund,1.4,8.77%,$14.36,$1.2600,2020-03-12,Monthly,2020-03-31,Financial,Savings And Loans,Unknown,2020-03-13,2020-02-27,No
MFV,MFS Special Value Trust Shs. Ben. Int.,1.2,8.77%,$6.04,$0.5720,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
PMT,Pennymac Mortgage Investment Trust,1.8,8.76%,$20.70,$1.8800,2019-12-30,Quarter,2020-01-30,Financial,Reit Residential,Non-Qualified,2019-12-31,2019-12-20,No
SRF,Cushing Royalty & Income Fund,1,8.76%,$5.43,$0.4800,2020-02-13,Monthly,2020-02-28,Financial,Investment Brokerage National,Unknown,2020-02-14,2020-02-03,No
KREF,KKR Real Estate Finance Trust Inc.,2.6,8.76%,$19.64,$1.7200,2019-12-30,Quarter,2020-01-15,Financial,Reit Retail,Non-Qualified,2019-12-31,2019-12-16,No
PHT,Pioneer High Income Trust,1.4,8.75%,$8.96,$0.8100,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-05,No
IGD,ING Global Equity Dividend & Premium Opportunity Fund,1.2,8.73%,$5.50,$0.4800,2020-03-02,Monthly,2020-03-16,Financial,Closed End Fund Foreign,Unknown,2020-03-03,2020-02-18,No
EMD,Western Asset Emerging Markets Income Fund Inc,1.4,8.72%,$13.76,$1.2000,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
BHR,"Braemar Hotels & Resorts, Inc.",0.6,8.70%,$7.36,$0.6400,2019-12-30,Quarter,2020-01-15,Financial,Reit Hotel Motel,Unknown,2019-12-31,2019-12-05,No
MMT,MFS Multimarket Income Trust Shs. Ben. Int.,1.4,8.68%,$5.71,$0.5132,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
MCR,MFS Charter Income Trust Shs Ben Int,1.4,8.68%,$8.00,$0.7196,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
ACRE,Ares Commercial Real Estate Corp,1.6,8.65%,$15.26,$1.3200,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-20,No
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,1.4,8.65%,$16.24,$1.4040,2020-02-13,Monthly,2020-03-02,Financial,Asset Management,Unknown,2020-02-14,2020-02-03,No
PDI,PIMCO Dynamic Income Fund,1.4,8.62%,$29.56,$2.6460,2020-02-12,Monthly,2020-03-02,Financial,Asset Management,Unknown,2020-02-13,2020-02-03,No
F,Ford Motor Company,2,8.62%,$6.96,$0.6000,2020-01-29,Quarter,2020-03-02,Consumer Goods,Auto Manufacturers Major,Qualified,2020-01-30,2020-01-08,No
BLX,Banco Latinoamericano,2.6,8.61%,$17.88,$1.5400,2020-02-25,Quarter,2020-03-12,Financial,Foreign Money Center Banks,Unknown,2020-02-26,2020-02-14,No
IVZ,Invesco Ltd.,2.8,8.61%,$14.40,$1.2400,2020-02-12,Quarter,2020-03-02,Financial,Asset Management,Unknown,2020-02-13,2020-01-29,No
NRT,North European Oil Royalty Trust Ctf Ben Int,0.6,8.60%,$3.74,$0.3200,2020-02-13,Quarter,2020-02-26,Financial,Diversified Investments,Non-Qualified,2020-02-14,2020-01-31,No
CORR,Corenergy Infrastructure Trust Inc,1.2,8.60%,$34.90,$3.0000,2020-02-13,Quarter,2020-02-28,Financial,Reit Industrial,Unknown,2020-02-14,2020-01-22,No
BBL,BHP Billiton Plc ADR (Sponsored),1.2,8.60%,$36.30,$3.1200,2019-09-05,Semi Annually,2019-09-25,Basic Materials,Industrial Metals And Minerals,Unknown,2019-09-06,N/A,Yes
AGD,Alpine Global Dynamic Dividend Fund,1.2,8.58%,$9.09,$0.7800,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Foreign,Unknown,2020-02-21,2020-02-10,No
RDS-A,Royal Dutch Shell plc,2.4,8.56%,$44.03,$3.7600,2020-02-13,Quarter,2020-03-23,Basic Materials,Major Integrated Oil And Gas,Unknown,2020-02-14,N/A,Yes
SLRC,Solar Capital Ltd.,2.8,8.56%,$18.67,$1.6400,2020-03-18,Quarter,2020-04-03,Financial,Closed End Fund Equity,Unknown,2020-03-19,2020-02-20,No
APO,Apollo Global Management LLC,3.2,8.55%,$41.66,$3.5600,2020-02-10,Quarter,2020-02-28,Financial,Diversified Investments,Qualified,2020-02-11,2020-01-30,No
SUNS,Solar Senior Capital Ltd,1.6,8.52%,$15.97,$1.4100,2020-03-18,Monthly,2020-04-03,Financial,Closed End Fund Debt,Unknown,2020-03-19,2020-02-20,No
RDS-B,Royal Dutch Shell Plc ADR Sponsored Repstg B Shs,2.4,8.52%,$44.53,$3.7600,2020-02-13,Quarter,2020-03-23,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2020-02-14,N/A,Yes
EPM,Evolution Petroleum Corp,1.8,8.49%,$4.71,$0.4000,2020-03-13,Quarter,2020-03-31,Basic Materials,Independent Oil And Gas,Qualified,2020-03-16,2020-02-05,No
GUT,Gabelli Utility Trust,1.4,8.49%,$7.07,$0.6000,2020-03-16,Monthly,2020-03-24,Financial,Closed End Fund Equity,Unknown,2020-03-17,2019-11-15,No
WMB,Williams Cos.,2.8,8.47%,$19.05,$1.6000,2020-03-12,Quarter,2020-03-30,Basic Materials,Oil And Gas Pipelines,Qualified,2020-03-13,2020-01-28,No
CMO,Capstead Mortgage,1.6,8.45%,$7.10,$0.6000,2019-12-30,Quarter,2020-01-17,Financial,Reit Residential,Non-Qualified,2019-12-31,2019-12-12,No
STAY,Extended Stay America Inc,1.8,8.42%,$10.98,$0.9200,2020-03-11,Quarter,2020-03-26,Services,Lodging,Unknown,2020-03-12,2020-02-26,No
STWD,Starwood Property Trust,1.6,8.41%,$22.18,$1.9200,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-25,No
TEI,Templeton Emerging Markets Income Fund (DE),1.4,8.36%,$8.60,$0.7320,2020-02-14,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-18,2020-02-03,No
MO,Altria Group,3,8.34%,$40.37,$3.3600,2020-03-24,Quarter,2020-04-30,Consumer Goods,Cigarettes,Qualified,2020-03-25,2020-02-27,No
IGR,ING Clarion Global Real Estate Income Fund,1.4,8.32%,$7.21,$0.6000,2020-02-19,Monthly,2020-02-28,Financial,Closed End Fund Foreign,Unknown,2020-02-20,2020-02-03,No
CTL,CenturyLink Inc.,2.4,8.29%,$12.07,$1.0000,2020-03-06,Quarter,2020-03-20,Technology,Telecom Services Domestic,Qualified,2020-03-09,2020-02-27,No
AROC,"Archrock, Inc.",2,8.23%,$7.05,$0.5800,2020-02-06,Quarter,2020-02-14,Basic Materials,Oil And Gas Equipment And Services,Qualified,2020-02-07,2020-01-24,No
LOAN,Manhattan Bridge Capital Inc.,1.6,8.21%,$5.36,$0.4400,2020-04-08,Quarter,2020-04-15,Financial,Credit Services,Qualified,2020-04-10,2020-02-07,No
FUN,Cedar Fair L.P.,1.8,8.19%,$45.69,$3.7400,2020-03-03,Quarter,2020-03-17,Services,General Entertainment,Unknown,2020-03-04,2020-02-19,No
CATO,Cato Corp,1,8.16%,$16.17,$1.3200,2020-03-06,Quarter,2020-03-24,Services,Apparel Stores,Qualified,2020-03-09,2020-02-28,No
JRS,Nuveen Real Estate Income Fund,1.4,8.16%,$9.31,$0.7600,2019-12-12,Quarter,2019-12-31,Financial,Closed End Fund Equity,Unknown,2019-12-13,2019-12-02,No
BPR,Brookfield Property REIT Inc Class A,1.4,8.15%,$16.31,$1.3300,2020-02-27,Quarter,2020-03-31,Financial,Reit Retail,Non-Qualified,2020-02-28,2020-02-05,No
BPY,Brookfield Property Partners LP,3,8.15%,$16.32,$1.3300,2020-02-27,Quarter,2020-03-31,Financial,Real Estate Development,Unknown,2020-02-28,2020-02-05,No
PPT,Putnam Premier Income Trust Shs Ben Int,1.4,8.14%,$5.04,$0.4200,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Non-Qualified,2020-03-24,2020-01-24,No
IRM,Iron Mountain,2.8,8.14%,$30.41,$2.4740,2020-03-13,Quarter,2020-04-06,Services,Business Services,Qualified,2020-03-16,2020-02-12,No
