Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
PAA,Plains All American Pipeline L.P.,1.8,10.43%,$13.30,$1.4400,2020-01-30,Quarter,2020-02-14,Basic Materials,Oil And Gas Pipelines,Unknown,2020-01-31,2020-01-08,No
AB,AllianceBernstein Holding L.P.,2.2,10.40%,$32.13,$3.4000,2020-02-21,Quarter,2020-03-05,Financial,Asset Management,Unknown,2020-02-24,2020-02-12,No
MNDO,MIND CTI Ltd (Israel) Ord,1,10.40%,$2.40,$0.2600,2019-03-15,Annually,2019-03-28,Technology,Information Technology Services,Unknown,2019-03-18,2019-03-04,Yes
NMFC,New Mountain Finance Corp.,1.2,10.39%,$13.42,$1.3600,2020-03-12,Quarter,2020-03-27,Conglomerates,Conglomerates General,Qualified,2020-03-13,2020-02-26,No
WHF,WhiteHorse Finance Inc,1.6,10.33%,$13.92,$1.4200,2019-12-18,Quarter,2020-01-03,Financial,Closed End Fund Equity,Non-Qualified,2019-12-19,2019-12-09,No
GPMT,Granite Point Mortgage Trust Inc.,2.4,10.31%,$16.00,$1.6800,2019-12-30,Quarter,2020-01-17,Financial,Reit Diversified,Non-Qualified,2019-12-31,2019-12-18,No
PAGP,Plains GP Holdings LP,2.8,10.25%,$13.68,$1.4400,2020-01-30,Quarter,2020-02-14,Basic Materials,Oil And Gas Pipelines,Unknown,2020-01-31,2020-01-08,No
ARR,ARMOUR Residential REIT Inc.,2.6,10.21%,$19.62,$2.0400,2020-03-13,Monthly,2020-03-27,Financial,Reit Diversified,Non-Qualified,2020-03-16,2020-02-19,No
LMRK,Landmark Infrastructure Partners LP,1.8,10.20%,$14.86,$1.4700,2020-02-03,Quarter,2020-02-14,Financial,Property Management,Unknown,2020-02-04,2020-01-24,No
RLJ,RLJ Lodging Trust,2.6,10.15%,$12.55,$1.3200,2019-12-30,Quarter,2020-01-15,Financial,Reit Hotel Motel,Non-Qualified,2019-12-31,2019-12-13,No
EVC,Entravision Communication,1,10.15%,$1.87,$0.2000,2019-12-13,Quarter,2019-12-31,Services,Broadcasting Tv,Qualified,2019-12-16,2019-11-07,No
MTR,Mesa Royalty Trust Units Ben Int,0.4,10.13%,$5.90,$0.6088,2020-02-27,Monthly,2020-04-30,Financial,Diversified Investments,Non-Qualified,2020-02-28,2020-02-18,No
TGLS,Tecnoglass Inc.,2.4,10.13%,$5.40,$0.5600,2019-11-27,Quarter,2019-12-20,Industrial Goods,General Building Materials,Unknown,2019-11-29,2019-11-06,No
SOHO,Sotherly Hotels Inc,1,10.12%,$5.09,$0.5200,2020-03-12,Quarter,2020-04-09,Financial,Reit Hotel Motel,Qualified,2020-03-13,2020-01-28,No
CHW,Calamos Global Dynamic Income Fund Com Sh of Ben Int,1.2,10.07%,$8.20,$0.8400,2020-03-12,Monthly,2020-03-20,Financial,Closed End Fund Equity,Unknown,2020-03-13,2020-03-02,No
VNOM,Viper Energy Partners LP,1.4,10.06%,$17.83,$1.8000,2020-02-20,Quarter,2020-02-28,Basic Materials,Independent Oil And Gas,Unknown,2020-02-21,2020-02-11,No
GAB,Gabelli Equity Trust Inc.,1.4,10.05%,$5.86,$0.6000,2020-03-16,Quarter,2020-03-24,Financial,Closed End Fund Equity,Unknown,2020-03-17,2020-02-12,No
EARN,Ellington Residential Mortgage REIT,1.6,10.04%,$11.02,$1.1200,2020-03-30,Quarter,2020-04-27,Financial,Reit Residential,Non-Qualified,2020-03-31,2020-03-04,No
TGE,"Tallgrass Energy, LP Class A Shares",3,10.04%,$21.90,$2.2000,2019-10-30,Quarter,2019-11-14,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-10-31,2019-10-10,No
HRZN,Horizon Technology Finance Corp.,1.4,10.03%,$12.70,$1.2000,2020-03-17,Monthly,2020-04-15,Financial,Closed End Fund Equity,Unknown,2020-03-18,2020-03-03,No
GARS,Garrison Capital Inc,1.4,10.02%,$5.80,$0.6000,2019-12-05,Quarter,2019-12-20,Financial,Asset Management,Unknown,2019-12-06,2019-11-12,No
MDP,Meredith Corp,2.2,10.01%,$21.25,$2.3800,2020-02-27,Quarter,2020-03-13,Services,Publishing Periodicals,Qualified,2020-02-28,2020-02-03,No
HCFT,"Hunt Companies Finance Trust, Inc.",1.8,10.00%,$2.99,$0.3000,2019-12-30,Quarter,2020-01-15,Financial,Reit Residential,Non-Qualified,2019-12-31,2019-12-04,No
AFIN,"American Finance Trust, Inc.",0.8,9.97%,$10.64,$1.1000,2020-03-06,Monthly,2020-03-16,Financial,Reit Diversified,Qualified,2020-03-09,2020-01-02,No
PK,Park Hotels & Resorts Inc.,1,9.97%,$16.96,$1.8000,2020-03-30,Quarter,2020-04-15,Financial,Reit Hotel Motel,Non-Qualified,2020-03-31,2020-02-21,No
CHS,Chico's FAS,0.6,9.94%,$3.37,$0.3600,2020-03-13,Quarter,2020-03-30,Services,Apparel Stores,Qualified,2020-03-16,2020-02-27,No
MIC,Macquarie Infrastructure Company LLC,3,9.93%,$40.33,$4.0000,2020-03-05,Quarter,2020-03-11,Services,Basic Materials Wholesale,Qualified,2020-03-06,2020-02-25,No
GNK,Genco Shipping & Trading Ltd,1.2,9.92%,$6.65,$0.7000,2020-03-05,Quarter,2020-03-16,Services,Shipping,Unknown,2020-03-06,2020-02-25,No
DMLP,"Dorchester Minerals, L.P.",1,9.90%,$14.45,$1.4450,2020-01-31,Quarter,2020-02-13,Financial,Diversified Investments,Unknown,2020-02-03,2020-01-23,No
HT,Hersha Hospitality Trust,1.8,9.90%,$11.37,$1.1200,2020-01-02,Quarter,2020-01-15,Financial,Reit Hotel Motel,Non-Qualified,2020-01-03,2019-12-12,No
MFD,Macquarie/First Trust Global Infrastructure Dividend & Incom,1.2,9.75%,$10.46,$1.0000,2020-02-21,Quarter,2020-02-28,Financial,Closed End Fund Equity,Unknown,2020-02-24,2020-02-10,No
DX,Dynex Capital,1.6,9.70%,$18.28,$1.8000,2020-02-21,Monthly,2020-03-02,Financial,Mortgage Investment,Non-Qualified,2020-02-24,2020-02-14,No
AEG,AEGON N.V.,2.8,9.66%,$3.24,$0.3324,2019-08-23,Semi Annually,2019-09-20,Financial,Life Insurance,Unknown,2019-08-26,N/A,Yes
CCD,DYNAMIC CONVERTIBLE AND INCOME FUND,1.2,9.66%,$20.42,$2.0040,2020-03-12,Monthly,2020-03-20,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-03-02,No
CLDT,Chatham Lodging Trust,1.8,9.60%,$13.33,$1.3200,2020-02-27,Monthly,2020-03-27,Financial,Reit Hotel Motel,Non-Qualified,2020-02-28,2020-02-10,No
OXY,Occidental Petroleum,1,9.58%,$31.93,$3.1600,2020-03-09,Quarter,2020-04-15,Basic Materials,Independent Oil And Gas,Qualified,2020-03-10,2020-02-13,No
ERC,Wells Fargo Advantage Multi-Sector Income Fund,1.4,9.57%,$12.29,$1.1922,2020-03-12,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-02-20,No
HQH,Tekla Healthcare Investors,1.4,9.56%,$20.32,$1.8800,2020-02-27,Quarter,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-02-28,2020-02-18,No
HQL,H&Q Life Sciences Investors Shs. Ben. Int.,1.4,9.50%,$16.93,$1.5600,2020-02-27,Quarter,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-02-28,2020-02-18,No
CGO,Calamos Global Total Return Fund Com Shs Ben Int,0.8,9.49%,$12.64,$1.2000,2020-03-12,Monthly,2020-03-20,Financial,Closed End Fund Equity,Unknown,2020-03-13,2020-03-02,No
PFL,PIMCO Income Strategy Fund,1.4,9.47%,$11.67,$1.0800,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
ARI,"Apollo Commercial Real Estate Finance, Inc.",1.6,9.45%,$16.60,$1.6000,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-13,No
NBLX,Noble Midstream Partners LP,0.2,9.42%,$14.12,$2.6864,2019-11-01,Quarter,2019-11-11,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2019-11-04,2019-10-24,No
CIM,Chimera Investment Corporation,1.8,9.39%,$20.84,$2.0000,2020-03-30,Quarter,2020-04-30,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-11,No
APAM,Artisan Partners Asset Management Inc,2.6,9.37%,$27.60,$2.7200,2020-02-13,Quarter,2020-02-28,Financial,Asset Management,Unknown,2020-02-14,2020-02-04,No
SAN,"Banco Santander, S.A.",2.8,9.36%,$3.47,$0.3305,2019-10-30,Quarter,2019-11-08,Financial,Foreign Money Center Banks,Unknown,2019-10-31,N/A,Yes
XAN,Exantas Capital Corp.,2.6,9.35%,$11.27,$1.1000,2019-12-30,Quarter,2020-01-28,Financial,Reit Diversified,Non-Qualified,2019-12-31,2019-12-11,No
CLNC,"Colony Credit Real Estate, Inc.",1.4,9.32%,$12.72,$1.2000,2020-02-27,Monthly,2020-03-10,Financial,Reit Office,Unknown,2020-02-29,2020-02-14,No
PFN,PIMCO Income Strategy Fund II,1.4,9.31%,$10.48,$0.9600,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
NAT,Nordic American Tankers,1,9.30%,$2.79,$0.2800,2020-02-28,Quarter,2020-03-16,Services,Shipping,Unknown,2020-03-02,2020-02-18,No
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,1.2,9.27%,$10.63,$0.9600,2019-12-12,Quarter,2019-12-31,Financial,Closed End Fund Equity,Unknown,2019-12-13,2019-12-02,No
ABR,"Arbor Realty Trust, Inc.",1.2,9.24%,$12.63,$1.2000,2020-02-27,Quarter,2020-03-17,Financial,Reit Diversified,Non-Qualified,2020-02-28,2020-02-14,No
NEWT,NEWTEK Business Services Corp,2.2,9.23%,$18.64,$1.7600,2020-03-17,Quarter,2020-03-31,Services,Business Services,Unknown,2020-03-18,2020-02-05,No
NHS,Neuberger Berman High Yield Strategies Fund Inc.,1.4,9.23%,$11.89,$1.0860,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-02-28,No
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,1.4,9.20%,$14.31,$1.3296,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-24,2020-03-02,No
SBRA,Sabra Health Care REIT Inc.,2.4,9.18%,$20.08,$1.8000,2020-02-13,Quarter,2020-02-28,Financial,Reit Healthcare Facilities,Non-Qualified,2020-02-14,2020-02-04,No
MFV,MFS Special Value Trust Shs. Ben. Int.,1.2,9.18%,$6.32,$0.5720,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
APLE,"Apple Hospitality REIT, Inc.",2.4,9.18%,$12.80,$1.2000,2020-03-03,Monthly,2020-03-16,Financial,Real Estate Development,Non-Qualified,2020-03-04,2020-02-21,No
GLAD,Gladstone Capital,1.4,9.17%,$9.12,$0.8400,2020-03-19,Monthly,2020-03-31,Financial,Closed End Fund Debt,Non-Qualified,2020-03-20,2020-01-14,No
HTGC,Hercules Technology Growth Capital,2.6,9.17%,$14.36,$1.2800,2020-02-28,Quarter,2020-03-09,Financial,Diversified Investments,Unknown,2020-03-02,2020-02-19,No
SAR,Saratoga Investment Corp,2.2,9.12%,$25.04,$2.2400,2020-01-23,Quarter,2020-02-06,Financial,Closed End Fund Equity,Qualified,2020-01-24,2020-01-08,No
AVK,Advent Claymore Convertible Securities & Income Fund,1.4,9.08%,$15.22,$1.4064,2020-03-12,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-03-02,No
ETW,Eaton Vance Tax Managed Global Buy Write Opportunities Fund,1.2,9.08%,$9.47,$0.8724,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Foreign,Unknown,2020-03-24,2020-03-02,No
BHR,"Braemar Hotels & Resorts, Inc.",0.6,9.05%,$6.78,$0.6400,2019-12-30,Quarter,2020-01-15,Financial,Reit Hotel Motel,Unknown,2019-12-31,2019-12-05,No
EVV,Eaton Vance Limited Duration Income Fund,1.4,9.01%,$13.07,$1.2000,2020-03-11,Monthly,2020-03-19,Financial,Closed End Fund Debt,Unknown,2020-03-12,2020-03-02,No
CIF,MFS Intermediate High Income Fund Sh Ben Int,1,9.01%,$2.72,$0.2459,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
CHY,Calamos Convertible & High Income Fund,1.2,8.99%,$11.19,$1.0200,2020-03-12,Monthly,2020-03-20,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-03-02,No
WSR,Whitestone REIT Cl B Shs Ben Int,1.8,8.98%,$13.15,$1.1400,2020-03-02,Monthly,2020-03-13,Financial,Reit Diversified,Non-Qualified,2020-03-03,2019-12-18,No
AJX,Great Ajax Corp,2.6,8.98%,$14.14,$1.2800,2020-03-16,Quarter,2020-03-27,Financial,Reit Diversified,Qualified,2020-03-17,2020-02-27,No
SCD,LMP Capital & Income Fund Inc,1.2,8.97%,$13.69,$1.2400,2020-03-23,Quarter,2020-04-01,Financial,Closed End Fund Equity,Unknown,2020-03-24,2020-02-19,No
CHI,Calamos Convertible Opportunities & Income Fund Sh Ben Int,1.2,8.95%,$10.59,$0.9600,2020-03-12,Monthly,2020-03-20,Financial,Closed End Fund Debt,Unknown,2020-03-13,2020-03-02,No
SNH,Senior Housing Properties Trust,2,8.94%,$8.44,$0.6000,2019-10-25,Quarter,2019-11-14,Financial,Reit Healthcare Facilities,Non-Qualified,2019-10-28,2019-10-17,No
GSBD,Goldman Sachs BDC Inc,1.8,8.93%,$20.14,$1.8000,2020-03-30,Quarter,2020-04-15,Financial,Closed End Fund Debt,Unknown,2020-03-31,2020-02-20,No
NRO,Neuberger Berman Real Estate Securities Income Fund Inc,1.2,8.92%,$5.55,$0.4800,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-16,2020-02-28,No
PTY,Pimco Corporate Opportunity Fund,1.2,8.90%,$17.95,$1.5600,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
MIN,MFS Intermediate Income Trust Shs. Ben. Int.,1.4,8.90%,$3.84,$0.3390,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
ARCC,Ares Capital,1.8,8.87%,$17.96,$1.6000,2020-03-13,Quarter,2020-03-31,Financial,Diversified Investments,Unknown,2020-03-16,2020-02-12,No
BGFV,Big 5 Sporting Goods,1.4,8.81%,$2.25,$0.2000,2020-03-05,Quarter,2020-03-20,Services,Sporting Goods Stores,Qualified,2020-03-06,2020-02-25,No
PHT,Pioneer High Income Trust,1.4,8.75%,$9.20,$0.8100,2020-03-17,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-18,2020-03-04,No
MMT,MFS Multimarket Income Trust Shs. Ben. Int.,1.4,8.74%,$5.96,$0.5132,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
NRT,North European Oil Royalty Trust Ctf Ben Int,0.6,8.74%,$3.58,$0.3200,2020-02-13,Quarter,2020-02-26,Financial,Diversified Investments,Non-Qualified,2020-02-14,2020-01-31,No
TRTX,"TPG RE Finance Trust, Inc.",1.6,8.73%,$19.69,$1.7200,2019-12-26,Quarter,2020-01-24,Financial,Reit Diversified,Non-Qualified,2019-12-27,2019-12-17,No
WLKP,Westlake Chemical Partners LP,3.4,8.73%,$21.25,$1.8856,2020-01-31,Quarter,2020-02-18,Basic Materials,Chemicals Major Diversified,Unknown,2020-02-03,2020-01-27,No
SRF,Cushing Royalty & Income Fund,1,8.73%,$5.46,$0.4800,2020-03-13,Monthly,2020-03-31,Financial,Investment Brokerage National,Unknown,2020-03-16,2020-03-02,No
MCR,MFS Charter Income Trust Shs Ben Int,1.4,8.72%,$8.34,$0.7196,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-03,No
HYT,BlackRock Corporate High Yield Fund VI Inc,1.4,8.70%,$10.96,$0.9348,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
PMT,Pennymac Mortgage Investment Trust,1.8,8.70%,$21.78,$1.8800,2019-12-30,Quarter,2020-01-30,Financial,Reit Residential,Non-Qualified,2019-12-31,2019-12-20,No
FUN,Cedar Fair L.P.,1.8,8.70%,$39.67,$3.7400,2020-03-03,Quarter,2020-03-17,Services,General Entertainment,Unknown,2020-03-04,2020-02-19,No
IVZ,Invesco Ltd.,2.8,8.68%,$13.50,$1.2400,2020-02-12,Quarter,2020-03-02,Financial,Asset Management,Unknown,2020-02-13,2020-01-29,No
PDI,PIMCO Dynamic Income Fund,1.4,8.66%,$31.18,$2.6460,2020-02-12,Monthly,2020-03-02,Financial,Asset Management,Unknown,2020-02-13,2020-02-03,No
CINR,OCI Resources LP,2.8,8.65%,$15.52,$1.3600,2020-02-07,Quarter,2020-02-21,Basic Materials,Agricultural Chemicals,Unknown,2020-02-10,2020-01-30,No
ETY,Eaton Vance Tax-Managed Premium & Dividend Income Fund,1.2,8.65%,$11.55,$1.0116,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-24,2020-03-02,No
GCV,"Gabelli Convertible and Income Securities Fund, Inc.",1.4,8.62%,$5.49,$0.4800,2020-03-16,Quarter,2020-03-24,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-02-12,No
IGT,International Game Technology,1.8,8.61%,$9.05,$0.8000,2020-03-16,Quarter,2020-03-31,Consumer Goods,Toys And Games,Unknown,2020-03-17,2020-02-26,No
HIX,Western Asset High Income Fund II Inc,1.4,8.61%,$6.71,$0.5880,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
JDD,Nuveen Diversified Dividend and Income Fund,1.4,8.55%,$10.31,$0.8700,2019-12-12,Quarter,2019-12-31,Financial,Closed End Fund Equity,Unknown,2019-12-13,2019-12-02,No
RDS-A,Royal Dutch Shell plc,2.4,8.55%,$44.08,$3.7600,2020-02-13,Quarter,2020-03-23,Basic Materials,Major Integrated Oil And Gas,Unknown,2020-02-14,N/A,Yes
KREF,KKR Real Estate Finance Trust Inc.,2.6,8.54%,$20.08,$1.7200,2019-12-30,Quarter,2020-01-15,Financial,Reit Retail,Non-Qualified,2019-12-31,2019-12-16,No
ISD,Prudential Short Duration High Yield Fund,1.4,8.54%,$15.04,$1.2600,2020-03-12,Monthly,2020-03-31,Financial,Savings And Loans,Unknown,2020-03-13,2020-02-27,No
RDS-B,Royal Dutch Shell Plc ADR Sponsored Repstg B Shs,2.4,8.53%,$44.50,$3.7600,2020-02-13,Quarter,2020-03-23,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2020-02-14,N/A,Yes
IGD,ING Global Equity Dividend & Premium Opportunity Fund,1.2,8.53%,$5.74,$0.4800,2020-03-02,Monthly,2020-03-16,Financial,Closed End Fund Foreign,Unknown,2020-03-03,2020-02-18,No
LGI,Lazard Global Total Return & Income Fund Inc,1.6,8.51%,$15.36,$1.2775,2020-03-11,Monthly,2020-03-23,Financial,Closed End Fund Foreign,Unknown,2020-03-12,2020-02-14,No
STAY,Extended Stay America Inc,1.8,8.51%,$10.60,$0.9200,2020-03-11,Quarter,2020-03-26,Services,Lodging,Unknown,2020-03-12,2020-02-26,No
HESM,Hess Midstream Partners LP,2,8.50%,$19.88,$1.7032,2020-02-05,Quarter,2020-02-14,Basic Materials,Oil And Gas Refining And Marketing,Unknown,2020-02-06,2020-01-27,No
SLRC,Solar Capital Ltd.,2.8,8.49%,$19.41,$1.6400,2020-03-18,Quarter,2020-04-03,Financial,Closed End Fund Equity,Unknown,2020-03-19,2020-02-20,No
CIK,"Credit Suisse Asset Management Income Fund, Inc.",1.4,8.49%,$3.14,$0.2700,2020-03-16,Monthly,2020-03-23,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-03-02,No
F,Ford Motor Company,2,8.47%,$6.88,$0.6000,2020-01-29,Quarter,2020-03-02,Consumer Goods,Auto Manufacturers Major,Qualified,2020-01-30,2020-01-08,No
UNIT,Uniti Group Inc.,1.2,8.46%,$9.83,$0.8800,2019-12-30,Quarter,2020-01-15,Financial,Reit Industrial,Qualified,2019-12-31,2019-11-06,No
SNR,New Senior Investment Group Inc,1.2,8.46%,$6.53,$0.5200,2020-03-12,Quarter,2020-03-27,Financial,Reit Residential,Non-Qualified,2020-03-13,2020-02-25,No
AROC,"Archrock, Inc.",2,8.43%,$6.55,$0.5800,2020-02-06,Quarter,2020-02-14,Basic Materials,Oil And Gas Equipment And Services,Qualified,2020-02-07,2020-01-24,No
WMB,Williams Cos.,2.8,8.43%,$18.80,$1.6000,2020-03-12,Quarter,2020-03-30,Basic Materials,Oil And Gas Pipelines,Qualified,2020-03-13,2020-01-28,No
LADR,Ladder Capital Corp,2.6,8.39%,$16.38,$1.3600,2020-03-09,Quarter,2020-04-01,Financial,Reit Diversified,Non-Qualified,2020-03-10,2020-02-27,No
CSQ,Calamos Strategic Total Return Fund,1.4,8.38%,$12.98,$1.1100,2020-03-12,Monthly,2020-03-20,Financial,Closed End Fund Equity,Unknown,2020-03-13,2020-03-02,No
BCSF,"Bain Capital Specialty Finance, Inc.",1.6,8.36%,$19.53,$1.6400,2020-03-30,Quarter,2020-04-30,Financial,Asset Management,Qualified,2020-03-31,2020-02-26,No
CATO,Cato Corp,1,8.35%,$14.25,$1.3200,2020-03-06,Quarter,2020-03-24,Services,Apparel Stores,Qualified,2020-03-09,2020-02-28,No
ASG,Liberty All-Star Growth Fund Inc. Com.,1.2,8.31%,$6.17,$0.5200,2020-01-23,Quarter,2020-03-09,Financial,Closed End Fund Equity,Unknown,2020-01-24,2020-01-13,No
SPE,"Special Opportunities Fund, Inc.",1.6,8.30%,$13.62,$1.1280,2020-03-16,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-17,2020-01-03,No
SPKE,Spark Energy Inc,1,8.30%,$8.75,$0.7250,2020-02-28,Quarter,2020-03-16,Utilities,Electric Utilities,Qualified,2020-03-02,2020-01-21,No
APO,Apollo Global Management LLC,3.2,8.29%,$43.10,$3.5600,2020-02-10,Quarter,2020-02-28,Financial,Diversified Investments,Qualified,2020-02-11,2020-01-30,No
STWD,Starwood Property Trust,1.6,8.29%,$23.06,$1.9200,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-25,No
SOHOO,Sotherly Hotels Inc.,1.6,8.28%,$23.52,$1.9688,2020-03-30,Quarter,2020-04-15,Financial,Reit Hotel Motel,Qualified,2020-03-31,2020-01-28,No
BLX,Banco Latinoamericano,2.6,8.28%,$18.27,$1.5400,2020-02-25,Quarter,2020-03-12,Financial,Foreign Money Center Banks,Unknown,2020-02-26,2020-02-14,No
EMD,Western Asset Emerging Markets Income Fund Inc,1.4,8.26%,$14.38,$1.2000,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
SUNS,Solar Senior Capital Ltd,1.6,8.24%,$17.53,$1.4100,2020-03-18,Monthly,2020-04-03,Financial,Closed End Fund Debt,Unknown,2020-03-19,2020-02-20,No
ACRE,Ares Commercial Real Estate Corp,1.6,8.22%,$15.91,$1.3200,2020-03-30,Quarter,2020-04-15,Financial,Reit Diversified,Non-Qualified,2020-03-31,2020-02-20,No
BGR,Blackrock Energy & Resources Trust,1.2,8.19%,$9.88,$0.8160,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-16,2020-03-02,No
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,1.4,8.17%,$17.35,$1.4040,2020-02-13,Monthly,2020-03-02,Financial,Asset Management,Unknown,2020-02-14,2020-02-03,No
INN,Summit Hotel Properties ,3.2,8.16%,$8.71,$0.7200,2020-02-13,Quarter,2020-02-28,Financial,Real Estate Development,Non-Qualified,2020-02-14,2020-01-31,No
DDF,"Delaware Investments Dividend & Income Fund, Inc.",0.8,8.16%,$13.16,$1.1040,2020-03-19,Monthly,2020-03-27,Financial,Closed End Fund Equity,Unknown,2020-03-20,2020-03-03,No
TEI,Templeton Emerging Markets Income Fund (DE),1.4,8.15%,$8.98,$0.7320,2020-02-14,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-18,2020-02-03,No
RMT,"Royce Micro-Cap Trust, Inc.",1.4,8.11%,$7.85,$0.6400,2019-12-11,Quarter,2019-12-27,Financial,Closed End Fund Equity,Unknown,2019-12-12,2019-12-02,No
EPM,Evolution Petroleum Corp,1.8,8.10%,$4.79,$0.4000,2020-03-13,Quarter,2020-03-31,Basic Materials,Independent Oil And Gas,Qualified,2020-03-16,2020-02-05,No
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,1.2,8.07%,$15.83,$1.2960,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Equity,Unknown,2020-03-24,2020-03-02,No
PIM,Putnam Master Intermediate Income Trust Shs Ben Int,1.4,8.04%,$4.59,$0.3600,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Non-Qualified,2020-03-24,2020-01-24,No
TLI,LMP Corporate Loan Fund Inc,1.4,8.02%,$9.94,$0.7920,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
MO,Altria Group,3,8.02%,$43.54,$3.3600,2020-03-24,Quarter,2020-04-30,Consumer Goods,Cigarettes,Qualified,2020-03-25,2020-02-27,No
PPT,Putnam Premier Income Trust Shs Ben Int,1.4,8.02%,$5.23,$0.4200,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Non-Qualified,2020-03-24,2020-01-24,No
BBL,BHP Billiton Plc ADR (Sponsored),1.2,8.01%,$36.59,$3.1200,2019-09-05,Semi Annually,2019-09-25,Basic Materials,Industrial Metals And Minerals,Unknown,2019-09-06,N/A,Yes
